"osm_id","name","road_type","surface","length_km","speed_kmh","cost_per_tkm","volume_tonnes","classe_trafic","volume_camionnette","volume_camion_moyen","volume_camion_lourd","part_camion_lourd","vol_t_Agriculture","vol_t_Mines","vol_t_Agro_industrie","vol_t_Industrie","vol_t_Construction","vol_t_Commerce","vol_t_Transport","vol_t_Services"
"25816888","Musanze - Rubavu Road","trunk","paved",0.146417704668032,54,0.0703387919022279,7903.92938170557,"Moyen",0,0,7903.92938170557,100,335.691609053504,2286.85393658889,1170.10232264753,2407.84807919409,265.520090305836,920.510506994903,385.303125217666,132.099711703153
"25816888","Musanze - Rubavu Road","trunk","paved",2.32834988136813,54,0.0650094229318656,7903.92938170557,"Moyen",0,0,7903.92938170557,100,335.691609053504,2286.85393658889,1170.10232264753,2407.84807919409,265.520090305836,920.510506994903,385.303125217666,132.099711703153
"25816888","Musanze - Rubavu Road","trunk","paved",0.975066211222376,54,0.0713862707122446,7903.92938170557,"Moyen",0,0,7903.92938170557,100,335.691609053504,2286.85393658889,1170.10232264753,2407.84807919409,265.520090305836,920.510506994903,385.303125217666,132.099711703153
"25816888","Musanze - Rubavu Road","trunk","paved",1.14819389597565,60,0.0669603842001907,7903.92938170557,"Moyen",0,0,7903.92938170557,100,335.691609053504,2286.85393658889,1170.10232264753,2407.84807919409,265.520090305836,920.510506994903,385.303125217666,132.099711703153
"25816888","Musanze - Rubavu Road","trunk","paved",2.63790308541257,54,0.0704468590199634,7903.92938170557,"Moyen",0,0,7903.92938170557,100,335.691609053504,2286.85393658889,1170.10232264753,2407.84807919409,265.520090305836,920.510506994903,385.303125217666,132.099711703153
"25816888","Musanze - Rubavu Road","trunk","paved",0.153258188604251,54,0.0699522567984393,7903.92938170557,"Moyen",0,0,7903.92938170557,100,335.691609053504,2286.85393658889,1170.10232264753,2407.84807919409,265.520090305836,920.510506994903,385.303125217666,132.099711703153
"25817794",NA,"trunk","paved",0.845781234590777,45,0.0693512416417331,15543.587185254,"Moyen",0,0,15543.587185254,100,682.057801707414,3551.98731327945,2927.47553902197,4905.84524354028,627.900082415149,1805.1513839289,744.452829362188,298.716991998626
"25817794",NA,"trunk","paved",2.6534724959899,45,0.0698421221581674,15543.587185254,"Moyen",0,0,15543.587185254,100,682.057801707414,3551.98731327945,2927.47553902197,4905.84524354028,627.900082415149,1805.1513839289,744.452829362188,298.716991998626
"25817794",NA,"trunk","paved",0.0672545731537647,45,0.0734444444444444,15543.587185254,"Moyen",0,0,15543.587185254,100,682.057801707414,3551.98731327945,2927.47553902197,4905.84524354028,627.900082415149,1805.1513839289,744.452829362188,298.716991998626
"25817794",NA,"trunk","paved",5.57706590997441,45,0.0662222222222222,15543.587185254,"Moyen",0,0,15543.587185254,100,682.057801707414,3551.98731327945,2927.47553902197,4905.84524354028,627.900082415149,1805.1513839289,744.452829362188,298.716991998626
"25817794",NA,"trunk","paved",0.016522349335496,60,0.0665,15543.587185254,"Moyen",0,0,15543.587185254,100,682.057801707414,3551.98731327945,2927.47553902197,4905.84524354028,627.900082415149,1805.1513839289,744.452829362188,298.716991998626
"25817794",NA,"trunk","paved",1.75831666396979,45,0.0662222222222222,15543.587185254,"Moyen",0,0,15543.587185254,100,682.057801707414,3551.98731327945,2927.47553902197,4905.84524354028,627.900082415149,1805.1513839289,744.452829362188,298.716991998626
"25817794",NA,"trunk","paved",0.332169982361241,54,0.0625185185185185,17505.5683579719,"Moyen",0,0,17505.5683579719,100,1045.11551067945,3620.94619899408,3578.47434375578,4959.96760921857,850.109579232172,2266.46846819147,838.413340523265,346.07330737709
"25817794",NA,"trunk","paved",2.0524761358965,60,0.0606666666666667,17505.5683579719,"Moyen",0,0,17505.5683579719,100,1045.11551067945,3620.94619899408,3578.47434375578,4959.96760921857,850.109579232172,2266.46846819147,838.413340523265,346.07330737709
"25817794",NA,"trunk","paved",0.333076352621789,60,0.0606666666666667,17505.5683579719,"Moyen",0,0,17505.5683579719,100,1045.11551067945,3620.94619899408,3578.47434375578,4959.96760921857,850.109579232172,2266.46846819147,838.413340523265,346.07330737709
"25817795",NA,"secondary","unpaved",0.652829104535343,27,0.10157037037037,1656.79448324291,"Faible",0,0,1656.79448324291,100,211.909576033425,168.716851464437,451.761382689244,204.594996080643,133.338965717835,362.271459017923,73.159409518918,51.0418427204787
"25817795",NA,"secondary","unpaved",0.329229882276669,27,0.104137233305782,1656.79448324291,"Faible",0,0,1656.79448324291,100,211.909576033425,168.716851464437,451.761382689244,204.594996080643,133.338965717835,362.271459017923,73.159409518918,51.0418427204787
"25817795",NA,"secondary","unpaved",1.22303921370256,27,0.11482962962963,1656.79448324291,"Faible",0,0,1656.79448324291,100,211.909576033425,168.716851464437,451.761382689244,204.594996080643,133.338965717835,362.271459017923,73.159409518918,51.0418427204787
"25817795",NA,"secondary","unpaved",1.25732879766466,27,0.10157037037037,1656.79448324291,"Faible",0,0,1656.79448324291,100,211.909576033425,168.716851464437,451.761382689244,204.594996080643,133.338965717835,362.271459017923,73.159409518918,51.0418427204787
