id_origine,id_destination,nom_origine,nom_destination,cout_usd,distance_km,temps_h,vehicule_depart,vehicule_arrivee,n_transbordements
2,24,Kabarondo (OSM),Ramiro (OSM),4.338327291361254,69.50014419115492,2.243821313083898,camion_lourd,camion_lourd,0
2,25,Kabarondo (OSM),Ngoma (OSM),1.3525615453502933,26.641726168637906,0.6994579860053196,camion_lourd,camion_lourd,0
2,26,Kabarondo (OSM),Kibaya (OSM),1.0726284744458823,26.458031839710966,0.571244197910399,camion_lourd,camion_lourd,0
2,27,Kabarondo (OSM),Gikoro (OSM),1.9757136137722742,34.70228334626323,1.387900607152471,camion_lourd,camion_lourd,0
2,28,Kabarondo (OSM),Gahengeri (OSM),2.6236290994493885,45.603471925798786,1.8262001831919408,camion_lourd,camion_lourd,0
2,29,Kabarondo (OSM),Nzige (OSM),2.7909118867709397,43.83718874680129,1.9846870862234833,camion_lourd,camion_lourd,0
2,30,Kabarondo (OSM),Nyakabuye (OSM),16.116838554625527,295.82239842550587,8.88730579384974,camion_lourd,camion_lourd,0
2,31,Kabarondo (OSM),Miyove (OSM),6.4706785253374415,121.87071389117281,3.776951866140634,camion_lourd,camion_lourd,0
2,32,Kabarondo (OSM),Musambira (OSM),5.867517712760091,110.02331738105426,3.566078213874025,camion_lourd,camion_lourd,0
2,33,Kabarondo (OSM),Ruhango (OSM),7.3581051899329,146.63582093187114,4.358876470414542,camion_lourd,camion_lourd,0
2,34,Kabarondo (OSM),Butamwa (OSM),4.662001656821422,82.16231398124737,2.875788332076329,camion_lourd,camion_lourd,0
2,35,Kabarondo (OSM),Gisagara (OSM),8.896701839178323,175.4351770892029,4.9010548480662095,camion_lourd,camion_lourd,0
2,36,Kabarondo (OSM),Kigali - SEZ Masoro,4.034059059957281,71.09077840088692,2.5779661581420985,camion_lourd,camion_lourd,0
2,37,Kabarondo (OSM),Ruganda (OSM),6.5885564705401976,110.54777130538322,4.087399673038004,camion_lourd,camion_lourd,0
2,38,Kabarondo (OSM),Nyacyonga (OSM),4.431357065715762,78.66012867342242,2.774500129538981,camion_lourd,camion_lourd,0
2,39,Kabarondo (OSM),Rukoli (OSM),3.9043900775090328,55.4039918111579,2.7832320786011864,camion_lourd,camion_lourd,0
2,40,Kabarondo (OSM),Rubavu - Centre Ouest,12.379423490463818,228.3209596650565,7.00523909824926,camion_lourd,camion_lourd,0
2,41,Kabarondo (OSM),Zone industrielle 5,12.502785079586236,231.54378856470177,7.0786198386904005,camion_lourd,camion_lourd,0
2,42,Kabarondo (OSM),Zone industrielle 10,12.572915169989924,232.6521506024935,7.1236015728452715,camion_lourd,camion_lourd,0
